都道府県番号,都道府県,年,性別,全年齢
0,全国,2009,女,65380000
1,北海道,2009,男女計,5507000
1,北海道,2009,男,2599000
1,北海道,2009,女,2908000
2,青森,2009,男女計,1379000
2,青森,2009,男,648000
2,青森,2009,女,731000
3,岩手,2009,男女計,1340000
3,岩手,2009,男,639000
3,岩手,2009,女,701000
4,宮城,2009,男女計,2336000
4,宮城,2009,男,1132000
4,宮城,2009,女,1204000
5,秋田,2009,男女計,1096000
5,秋田,2009,男,514000
5,秋田,2009,女,581000
6,山形,2009,男女計,1179000
6,山形,2009,男,565000
6,山形,2009,女,613000
7,福島,2009,男女計,2040000
7,福島,2009,男,989000
7,福島,2009,女,1051000
8,茨城,2009,男女計,2960000
8,茨城,2009,男,1473000
8,茨城,2009,女,1488000
9,栃木,2009,男女計,2006000
9,栃木,2009,男,997000
9,栃木,2009,女,1009000
10,群馬,2009,男女計,2007000
10,群馬,2009,男,988000
10,群馬,2009,女,1020000
11,埼玉,2009,男女計,7130000
11,埼玉,2009,男,3586000
11,埼玉,2009,女,3544000
12,千葉,2009,男女計,6139000
12,千葉,2009,男,3066000
12,千葉,2009,女,3073000
13,東京,2009,男女計,12868000
13,東京,2009,男,6403000
13,東京,2009,女,6466000
14,神奈川,2009,男女計,8943000
14,神奈川,2009,男,4508000
14,神奈川,2009,女,4436000
15,新潟,2009,男女計,2378000
15,新潟,2009,男,1149000
15,新潟,2009,女,1229000
16,富山,2009,男女計,1095000
16,富山,2009,男,528000
16,富山,2009,女,568000
17,石川,2009,男女計,1165000
17,石川,2009,男,562000
17,石川,2009,女,603000
18,福井,2009,男女計,808000
18,福井,2009,男,390000
18,福井,2009,女,418000
19,山梨,2009,男女計,867000
19,山梨,2009,男,424000
19,山梨,2009,女,443000
20,長野,2009,男女計,2159000
20,長野,2009,男,1049000
20,長野,2009,女,1110000
21,岐阜,2009,男女計,2092000
21,岐阜,2009,男,1013000
21,岐阜,2009,女,1079000
22,静岡,2009,男女計,3792000
22,静岡,2009,男,1870000
22,静岡,2009,女,1922000
23,愛知,2009,男女計,7418000
23,愛知,2009,男,3729000
23,愛知,2009,女,3689000
24,三重,2009,男女計,1870000
24,三重,2009,男,910000
24,三重,2009,女,960000
25,滋賀,2009,男女計,1405000
25,滋賀,2009,男,695000
25,滋賀,2009,女,710000
26,京都,2009,男女計,2622000
26,京都,2009,男,1258000
26,京都,2009,女,1364000
27,大阪,2009,男女計,8801000
27,大阪,2009,男,4258000
27,大阪,2009,女,4542000
28,兵庫,2009,男女計,5583000
28,兵庫,2009,男,2671000
28,兵庫,2009,女,2912000
29,奈良,2009,男女計,1399000
29,奈良,2009,男,663000
29,奈良,2009,女,736000
30,和歌山,2009,男女計,1004000
30,和歌山,2009,男,471000
30,和歌山,2009,女,533000
31,鳥取,2009,男女計,591000
31,鳥取,2009,男,282000
31,鳥取,2009,女,309000
32,島根,2009,男女計,718000
32,島根,2009,男,342000
32,島根,2009,女,376000
33,岡山,2009,男女計,1942000
33,岡山,2009,男,931000
33,岡山,2009,女,1011000
34,広島,2009,男女計,2863000
34,広島,2009,男,1383000
34,広島,2009,女,1480000
35,山口,2009,男女計,1455000
35,山口,2009,男,685000
35,山口,2009,女,770000
36,徳島,2009,男女計,789000
36,徳島,2009,男,374000
36,徳島,2009,女,415000
37,香川,2009,男女計,999000
37,香川,2009,男,479000
37,香川,2009,女,520000
38,愛媛,2009,男女計,1436000
38,愛媛,2009,男,675000
38,愛媛,2009,女,761000
39,高知,2009,男女計,766000
39,高知,2009,男,359000
39,高知,2009,女,408000
40,福岡,2009,男女計,5053000
40,福岡,2009,男,2390000
40,福岡,2009,女,2663000
41,佐賀,2009,男女計,852000
41,佐賀,2009,男,400000
41,佐賀,2009,女,452000
42,長崎,2009,男女計,1430000
42,長崎,2009,男,667000
42,長崎,2009,女,763000
43,熊本,2009,男女計,1814000
43,熊本,2009,男,852000
43,熊本,2009,女,961000
44,大分,2009,男女計,1195000
44,大分,2009,男,563000
44,大分,2009,女,632000
45,宮崎,2009,男女計,1132000
45,宮崎,2009,男,531000
45,宮崎,2009,女,601000
46,鹿児島,2009,男女計,1708000
46,鹿児島,2009,男,796000
46,鹿児島,2009,女,912000
47,沖縄,2009,男女計,1382000
47,沖縄,2009,男,677000
47,沖縄,2009,女,705000
0,全国,2010,男女計,128057352
0,全国,2010,男,62327737
0,全国,2010,女,65729615
1,北海道,2010,男女計,5506419
1,北海道,2010,男,2603345
1,北海道,2010,女,2903074
2,青森,2010,男女計,1373339
2,青森,2010,男,646141
2,青森,2010,女,727198
3,岩手,2010,男女計,1330147
3,岩手,2010,男,634971
3,岩手,2010,女,695176
4,宮城,2010,男女計,2348165
4,宮城,2010,男,1139566
4,宮城,2010,女,1208599
5,秋田,2010,男女計,1085997
5,秋田,2010,男,509926
5,秋田,2010,女,576071
6,山形,2010,男女計,1168924
6,山形,2010,男,560643
6,山形,2010,女,608281
7,福島,2010,男女計,2029064
7,福島,2010,男,984682
7,福島,2010,女,1044382
8,茨城,2010,男女計,2969770
8,茨城,2010,男,1479779
8,茨城,2010,女,1489991
9,栃木,2010,男女計,2007683
9,栃木,2010,男,996855
9,栃木,2010,女,1010828
10,群馬,2010,男女計,2008068
10,群馬,2010,男,988019
10,群馬,2010,女,1020049
11,埼玉,2010,男女計,7194556
11,埼玉,2010,男,3608711
11,埼玉,2010,女,3585845
12,千葉,2010,男女計,6216289
12,千葉,2010,男,3098139
12,千葉,2010,女,3118150
13,東京,2010,男女計,13159388
13,東京,2010,男,6512110
13,東京,2010,女,6647278
14,神奈川,2010,男女計,9048331
14,神奈川,2010,男,4544545
14,神奈川,2010,女,4503786
15,新潟,2010,男女計,2374450
15,新潟,2010,男,1148236
15,新潟,2010,女,1226214
16,富山,2010,男女計,1093247
16,富山,2010,男,526605
16,富山,2010,女,566642
17,石川,2010,男女計,1169788
17,石川,2010,男,564972
17,石川,2010,女,604816
18,福井,2010,男女計,806314
18,福井,2010,男,389712
18,福井,2010,女,416602
19,山梨,2010,男女計,863075
19,山梨,2010,男,422526
19,山梨,2010,女,440549
20,長野,2010,男女計,2152449
20,長野,2010,男,1046178
20,長野,2010,女,1106271
21,岐阜,2010,男女計,2080773
21,岐阜,2010,男,1006247
21,岐阜,2010,女,1074526
22,静岡,2010,男女計,3765007
22,静岡,2010,男,1853952
22,静岡,2010,女,1911055
23,愛知,2010,男女計,7410719
23,愛知,2010,男,3704220
23,愛知,2010,女,3706499
24,三重,2010,男女計,1854724
24,三重,2010,男,903398
24,三重,2010,女,951326
25,滋賀,2010,男女計,1410777
25,滋賀,2010,男,696769
25,滋賀,2010,女,714008
26,京都,2010,男女計,2636092
26,京都,2010,男,1265387
26,京都,2010,女,1370705
27,大阪,2010,男女計,8865245
27,大阪,2010,男,4285566
27,大阪,2010,女,4579679
28,兵庫,2010,男女計,5588133
28,兵庫,2010,男,2673328
28,兵庫,2010,女,2914805
29,奈良,2010,男女計,1400728
29,奈良,2010,男,663321
29,奈良,2010,女,737407
30,和歌山,2010,男女計,1002198
30,和歌山,2010,男,471397
30,和歌山,2010,女,530801
31,鳥取,2010,男女計,588667
31,鳥取,2010,男,280701
31,鳥取,2010,女,307966
32,島根,2010,男女計,717397
32,島根,2010,男,342991
32,島根,2010,女,374406
33,岡山,2010,男女計,1945276
33,岡山,2010,男,933168
33,岡山,2010,女,1012108
34,広島,2010,男女計,2860750
34,広島,2010,男,1380671
34,広島,2010,女,1480079
35,山口,2010,男女計,1451338
35,山口,2010,男,684176
35,山口,2010,女,767162
36,徳島,2010,男女計,785491
36,徳島,2010,男,372710
36,徳島,2010,女,412781
37,香川,2010,男女計,995842
37,香川,2010,男,479951
37,香川,2010,女,515891
38,愛媛,2010,男女計,1431493
38,愛媛,2010,男,673326
38,愛媛,2010,女,758167
39,高知,2010,男女計,764456
39,高知,2010,男,359134
39,高知,2010,女,405322
40,福岡,2010,男女計,5071968
40,福岡,2010,男,2393965
40,福岡,2010,女,2678003
41,佐賀,2010,男女計,849788
41,佐賀,2010,男,400136
41,佐賀,2010,女,449652
42,長崎,2010,男女計,1426779
42,長崎,2010,男,665899
42,長崎,2010,女,760880
43,熊本,2010,男女計,1817426
43,熊本,2010,男,853514
43,熊本,2010,女,963912
44,大分,2010,男女計,1196529
44,大分,2010,男,564890
44,大分,2010,女,631639
45,宮崎,2010,男女計,1135233
45,宮崎,2010,男,533035
45,宮崎,2010,女,602198
46,鹿児島,2010,男女計,1706242
46,鹿児島,2010,男,796896
46,鹿児島,2010,女,909346
47,沖縄,2010,男女計,1392818
47,沖縄,2010,男,683328
47,沖縄,2010,女,709490
0,全国,2011,男女計,127799000
0,全国,2011,男,62184000
0,全国,2011,女,65615000
1,北海道,2011,男女計,5486000
1,北海道,2011,男,2591000
1,北海道,2011,女,2895000
2,青森,2011,男女計,1363000
2,青森,2011,男,641000
2,青森,2011,女,722000
3,岩手,2011,男女計,1314000
3,岩手,2011,男,627000
3,岩手,2011,女,687000
4,宮城,2011,男女計,2327000
4,宮城,2011,男,1130000
4,宮城,2011,女,1197000
5,秋田,2011,男女計,1075000
5,秋田,2011,男,505000
5,秋田,2011,女,570000
6,山形,2011,男女計,1161000
6,山形,2011,男,557000
6,山形,2011,女,604000
7,福島,2011,男女計,1990000
7,福島,2011,男,967000
7,福島,2011,女,1023000
8,茨城,2011,男女計,2958000
8,茨城,2011,男,1474000
8,茨城,2011,女,1483000
9,栃木,2011,男女計,2000000
9,栃木,2011,男,994000
9,栃木,2011,女,1006000
10,群馬,2011,男女計,2001000
10,群馬,2011,男,984000
10,群馬,2011,女,1016000
11,埼玉,2011,男女計,7207000
11,埼玉,2011,男,3612000
11,埼玉,2011,女,3595000
12,千葉,2011,男女計,6214000
12,千葉,2011,男,3096000
12,千葉,2011,女,3118000
13,東京,2011,男女計,13196000
13,東京,2011,男,6524000
13,東京,2011,女,6672000
14,神奈川,2011,男女計,9058000
14,神奈川,2011,男,4543000
14,神奈川,2011,女,4515000
15,新潟,2011,男女計,2362000
15,新潟,2011,男,1142000
15,新潟,2011,女,1220000
16,富山,2011,男女計,1088000
16,富山,2011,男,524000
16,富山,2011,女,563000
17,石川,2011,男女計,1166000
17,石川,2011,男,563000
17,石川,2011,女,603000
18,福井,2011,男女計,803000
18,福井,2011,男,388000
18,福井,2011,女,415000
19,山梨,2011,男女計,857000
19,山梨,2011,男,420000
19,山梨,2011,女,438000
20,長野,2011,男女計,2142000
20,長野,2011,男,1041000
20,長野,2011,女,1101000
21,岐阜,2011,男女計,2071000
21,岐阜,2011,男,1002000
21,岐阜,2011,女,1069000
22,静岡,2011,男女計,3749000
22,静岡,2011,男,1846000
22,静岡,2011,女,1903000
23,愛知,2011,男女計,7416000
23,愛知,2011,男,3705000
23,愛知,2011,女,3711000
24,三重,2011,男女計,1847000
24,三重,2011,男,900000
24,三重,2011,女,947000
25,滋賀,2011,男女計,1414000
25,滋賀,2011,男,698000
25,滋賀,2011,女,715000
26,京都,2011,男女計,2632000
26,京都,2011,男,1263000
26,京都,2011,女,1369000
27,大阪,2011,男女計,8861000
27,大阪,2011,男,4280000
27,大阪,2011,女,4581000
28,兵庫,2011,男女計,5582000
28,兵庫,2011,男,2669000
28,兵庫,2011,女,2913000
29,奈良,2011,男女計,1396000
29,奈良,2011,男,660000
29,奈良,2011,女,735000
30,和歌山,2011,男女計,995000
30,和歌山,2011,男,468000
30,和歌山,2011,女,527000
31,鳥取,2011,男女計,585000
31,鳥取,2011,男,279000
31,鳥取,2011,女,306000
32,島根,2011,男女計,712000
32,島根,2011,男,341000
32,島根,2011,女,372000
33,岡山,2011,男女計,1941000
33,岡山,2011,男,931000
33,岡山,2011,女,1010000
34,広島,2011,男女計,2855000
34,広島,2011,男,1378000
34,広島,2011,女,1477000
35,山口,2011,男女計,1442000
35,山口,2011,男,680000
35,山口,2011,女,762000
36,徳島,2011,男女計,780000
36,徳島,2011,男,370000
36,徳島,2011,女,410000
37,香川,2011,男女計,992000
37,香川,2011,男,478000
37,香川,2011,女,514000
38,愛媛,2011,男女計,1423000
38,愛媛,2011,男,670000
38,愛媛,2011,女,754000
39,高知,2011,男女計,758000
39,高知,2011,男,356000
39,高知,2011,女,402000
40,福岡,2011,男女計,5079000
40,福岡,2011,男,2397000
40,福岡,2011,女,2682000
41,佐賀,2011,男女計,847000
41,佐賀,2011,男,399000
41,佐賀,2011,女,448000
42,長崎,2011,男女計,1417000
42,長崎,2011,男,662000
42,長崎,2011,女,756000
43,熊本,2011,男女計,1813000
43,熊本,2011,男,852000
43,熊本,2011,女,961000
44,大分,2011,男女計,1191000
44,大分,2011,男,563000
44,大分,2011,女,629000
45,宮崎,2011,男女計,1131000
45,宮崎,2011,男,531000
45,宮崎,2011,女,600000
46,鹿児島,2011,男女計,1699000
46,鹿児島,2011,男,794000
46,鹿児島,2011,女,905000
47,沖縄,2011,男女計,1401000
47,沖縄,2011,男,687000
47,沖縄,2011,女,714000
0,全国,2012,男女計,127515000
0,全国,2012,男,62029000
0,全国,2012,女,65486000
1,北海道,2012,男女計,5460000
1,北海道,2012,男,2576000
1,北海道,2012,女,2884000
2,青森,2012,男女計,1350000
2,青森,2012,男,634000
2,青森,2012,女,715000
3,岩手,2012,男女計,1303000
3,岩手,2012,男,623000
3,岩手,2012,女,680000
4,宮城,2012,男女計,2325000
4,宮城,2012,男,1131000
4,宮城,2012,女,1194000
5,秋田,2012,男女計,1063000
5,秋田,2012,男,498000
5,秋田,2012,女,564000
6,山形,2012,男女計,1152000
6,山形,2012,男,553000
6,山形,2012,女,599000
7,福島,2012,男女計,1962000
7,福島,2012,男,954000
7,福島,2012,女,1007000
8,茨城,2012,男女計,2943000
8,茨城,2012,男,1467000
8,茨城,2012,女,1476000
9,栃木,2012,男女計,1992000
9,栃木,2012,男,989000
9,栃木,2012,女,1002000
10,群馬,2012,男女計,1992000
10,群馬,2012,男,980000
10,群馬,2012,女,1012000
11,埼玉,2012,男女計,7212000
11,埼玉,2012,男,3612000
11,埼玉,2012,女,3600000
12,千葉,2012,男女計,6195000
12,千葉,2012,男,3084000
12,千葉,2012,女,3111000
13,東京,2012,男女計,13230000
13,東京,2012,男,6536000
13,東京,2012,女,6694000
14,神奈川,2012,男女計,9067000
14,神奈川,2012,男,4543000
14,神奈川,2012,女,4524000
15,新潟,2012,男女計,2347000
15,新潟,2012,男,1135000
15,新潟,2012,女,1212000
16,富山,2012,男女計,1082000
16,富山,2012,男,522000
16,富山,2012,女,560000
17,石川,2012,男女計,1163000
17,石川,2012,男,562000
17,石川,2012,女,601000
18,福井,2012,男女計,799000
18,福井,2012,男,387000
18,福井,2012,女,412000
19,山梨,2012,男女計,852000
19,山梨,2012,男,417000
19,山梨,2012,女,435000
20,長野,2012,男女計,2132000
20,長野,2012,男,1037000
20,長野,2012,女,1095000
21,岐阜,2012,男女計,2061000
21,岐阜,2012,男,998000
21,岐阜,2012,女,1064000
22,静岡,2012,男女計,3735000
22,静岡,2012,男,1839000
22,静岡,2012,女,1895000
23,愛知,2012,男女計,7427000
23,愛知,2012,男,3711000
23,愛知,2012,女,3716000
24,三重,2012,男女計,1840000
24,三重,2012,男,896000
24,三重,2012,女,944000
25,滋賀,2012,男女計,1415000
25,滋賀,2012,男,699000
25,滋賀,2012,女,716000
26,京都,2012,男女計,2625000
26,京都,2012,男,1259000
26,京都,2012,女,1366000
27,大阪,2012,男女計,8856000
27,大阪,2012,男,4274000
27,大阪,2012,女,4582000
28,兵庫,2012,男女計,5571000
28,兵庫,2012,男,2663000
28,兵庫,2012,女,2908000
29,奈良,2012,男女計,1390000
29,奈良,2012,男,657000
29,奈良,2012,女,733000
30,和歌山,2012,男女計,988000
30,和歌山,2012,男,464000
30,和歌山,2012,女,523000
31,鳥取,2012,男女計,582000
31,鳥取,2012,男,277000
31,鳥取,2012,女,304000
32,島根,2012,男女計,707000
32,島根,2012,男,338000
32,島根,2012,女,368000
33,岡山,2012,男女計,1936000
33,岡山,2012,男,929000
33,岡山,2012,女,1007000
34,広島,2012,男女計,2848000
34,広島,2012,男,1374000
34,広島,2012,女,1474000
35,山口,2012,男女計,1431000
35,山口,2012,男,675000
35,山口,2012,女,756000
36,徳島,2012,男女計,776000
36,徳島,2012,男,368000
36,徳島,2012,女,407000
37,香川,2012,男女計,989000
37,香川,2012,男,477000
37,香川,2012,女,512000
38,愛媛,2012,男女計,1415000
38,愛媛,2012,男,666000
38,愛媛,2012,女,749000
39,高知,2012,男女計,752000
39,高知,2012,男,353000
39,高知,2012,女,399000
40,福岡,2012,男女計,5085000
40,福岡,2012,男,2400000
40,福岡,2012,女,2686000
41,佐賀,2012,男女計,843000
41,佐賀,2012,男,397000
41,佐賀,2012,女,446000
42,長崎,2012,男女計,1408000
42,長崎,2012,男,657000
42,長崎,2012,女,750000
43,熊本,2012,男女計,1807000
43,熊本,2012,男,849000
43,熊本,2012,女,958000
44,大分,2012,男女計,1185000
44,大分,2012,男,560000
44,大分,2012,女,625000
45,宮崎,2012,男女計,1126000
45,宮崎,2012,男,529000
45,宮崎,2012,女,597000
46,鹿児島,2012,男女計,1690000
46,鹿児島,2012,男,790000
46,鹿児島,2012,女,900000
47,沖縄,2012,男女計,1409000
47,沖縄,2012,男,691000
47,沖縄,2012,女,718000
0,全国,2013,男女計,127298000
0,全国,2013,男,61909000
0,全国,2013,女,65388000
1,北海道,2013,男女計,5431000
1,北海道,2013,男,2561000
1,北海道,2013,女,2870000
2,青森,2013,男女計,1335000
2,青森,2013,男,627000
2,青森,2013,女,708000
3,岩手,2013,男女計,1295000
3,岩手,2013,男,619000
3,岩手,2013,女,676000
4,宮城,2013,男女計,2328000
4,宮城,2013,男,1133000
4,宮城,2013,女,1194000
5,秋田,2013,男女計,1050000
5,秋田,2013,男,493000
5,秋田,2013,女,558000
6,山形,2013,男女計,1141000
6,山形,2013,男,548000
6,山形,2013,女,593000
7,福島,2013,男女計,1946000
7,福島,2013,男,948000
7,福島,2013,女,999000
8,茨城,2013,男女計,2931000
8,茨城,2013,男,1461000
8,茨城,2013,女,1470000
9,栃木,2013,男女計,1986000
9,栃木,2013,男,986000
9,栃木,2013,女,999000
10,群馬,2013,男女計,1984000
10,群馬,2013,男,976000
10,群馬,2013,女,1008000
11,埼玉,2013,男女計,7222000
11,埼玉,2013,男,3615000
11,埼玉,2013,女,3608000
12,千葉,2013,男女計,6192000
12,千葉,2013,男,3080000
12,千葉,2013,女,3112000
13,東京,2013,男女計,13300000
13,東京,2013,男,6566000
13,東京,2013,女,6733000
14,神奈川,2013,男女計,9079000
14,神奈川,2013,男,4544000
14,神奈川,2013,女,4535000
15,新潟,2013,男女計,2330000
15,新潟,2013,男,1127000
15,新潟,2013,女,1203000
16,富山,2013,男女計,1076000
16,富山,2013,男,519000
16,富山,2013,女,557000
17,石川,2013,男女計,1159000
17,石川,2013,男,561000
17,石川,2013,女,598000
18,福井,2013,男女計,795000
18,福井,2013,男,385000
18,福井,2013,女,410000
19,山梨,2013,男女計,847000
19,山梨,2013,男,414000
19,山梨,2013,女,433000
20,長野,2013,男女計,2122000
20,長野,2013,男,1031000
20,長野,2013,女,1090000
21,岐阜,2013,男女計,2051000
21,岐阜,2013,男,993000
21,岐阜,2013,女,1059000
22,静岡,2013,男女計,3723000
22,静岡,2013,男,1833000
22,静岡,2013,女,1890000
23,愛知,2013,男女計,7443000
23,愛知,2013,男,3718000
23,愛知,2013,女,3724000
24,三重,2013,男女計,1833000
24,三重,2013,男,893000
24,三重,2013,女,940000
25,滋賀,2013,男女計,1416000
25,滋賀,2013,男,700000
25,滋賀,2013,女,716000
26,京都,2013,男女計,2617000
26,京都,2013,男,1254000
26,京都,2013,女,1363000
27,大阪,2013,男女計,8849000
27,大阪,2013,男,4267000
27,大阪,2013,女,4582000
28,兵庫,2013,男女計,5558000
28,兵庫,2013,男,2655000
28,兵庫,2013,女,2903000
29,奈良,2013,男女計,1383000
29,奈良,2013,男,653000
29,奈良,2013,女,730000
30,和歌山,2013,男女計,979000
30,和歌山,2013,男,461000
30,和歌山,2013,女,519000
31,鳥取,2013,男女計,578000
31,鳥取,2013,男,275000
31,鳥取,2013,女,302000
32,島根,2013,男女計,702000
32,島根,2013,男,336000
32,島根,2013,女,366000
33,岡山,2013,男女計,1930000
33,岡山,2013,男,926000
33,岡山,2013,女,1004000
34,広島,2013,男女計,2840000
34,広島,2013,男,1370000
34,広島,2013,女,1470000
35,山口,2013,男女計,1420000
35,山口,2013,男,670000
35,山口,2013,女,750000
36,徳島,2013,男女計,770000
36,徳島,2013,男,366000
36,徳島,2013,女,404000
37,香川,2013,男女計,985000
37,香川,2013,男,475000
37,香川,2013,女,510000
38,愛媛,2013,男女計,1405000
38,愛媛,2013,男,661000
38,愛媛,2013,女,744000
39,高知,2013,男女計,745000
39,高知,2013,男,350000
39,高知,2013,女,395000
40,福岡,2013,男女計,5090000
40,福岡,2013,男,2402000
40,福岡,2013,女,2688000
41,佐賀,2013,男女計,840000
41,佐賀,2013,男,396000
41,佐賀,2013,女,444000
42,長崎,2013,男女計,1397000
42,長崎,2013,男,652000
42,長崎,2013,女,745000
43,熊本,2013,男女計,1801000
43,熊本,2013,男,847000
43,熊本,2013,女,955000
44,大分,2013,男女計,1178000
44,大分,2013,男,557000
44,大分,2013,女,621000
45,宮崎,2013,男女計,1120000
45,宮崎,2013,男,526000
45,宮崎,2013,女,594000
46,鹿児島,2013,男女計,1680000
46,鹿児島,2013,男,785000
46,鹿児島,2013,女,894000
47,沖縄,2013,男女計,1415000
47,沖縄,2013,男,694000
47,沖縄,2013,女,721000
0,全国,2014,男女計,127083000
0,全国,2014,男,61801000
0,全国,2014,女,65282000
1,北海道,2014,男女計,5400000
1,北海道,2014,男,2545000
1,北海道,2014,女,2855000
2,青森,2014,男女計,1321000
2,青森,2014,男,620000
2,青森,2014,女,701000
3,岩手,2014,男女計,1284000
3,岩手,2014,男,614000
3,岩手,2014,女,670000
4,宮城,2014,男女計,2328000
4,宮城,2014,男,1134000
4,宮城,2014,女,1194000
5,秋田,2014,男女計,1037000
5,秋田,2014,男,486000
5,秋田,2014,女,551000
6,山形,2014,男女計,1131000
6,山形,2014,男,543000
6,山形,2014,女,588000
7,福島,2014,男女計,1935000
7,福島,2014,男,944000
7,福島,2014,女,991000
8,茨城,2014,男女計,2919000
8,茨城,2014,男,1455000
8,茨城,2014,女,1464000
9,栃木,2014,男女計,1980000
9,栃木,2014,男,984000
9,栃木,2014,女,996000
10,群馬,2014,男女計,1976000
10,群馬,2014,男,973000
10,群馬,2014,女,1003000
11,埼玉,2014,男女計,7239000
11,埼玉,2014,男,3622000
11,埼玉,2014,女,3617000
12,千葉,2014,男女計,6197000
12,千葉,2014,男,3082000
12,千葉,2014,女,3115000
13,東京,2014,男女計,13390000
13,東京,2014,男,6608000
13,東京,2014,女,6782000
14,神奈川,2014,男女計,9096000
14,神奈川,2014,男,4548000
14,神奈川,2014,女,4548000
15,新潟,2014,男女計,2313000
15,新潟,2014,男,1119000
15,新潟,2014,女,1194000
16,富山,2014,男女計,1070000
16,富山,2014,男,516000
16,富山,2014,女,554000
17,石川,2014,男女計,1156000
17,石川,2014,男,560000
17,石川,2014,女,596000
18,福井,2014,男女計,790000
18,福井,2014,男,382000
18,福井,2014,女,407000
19,山梨,2014,男女計,841000
19,山梨,2014,男,411000
19,山梨,2014,女,430000
20,長野,2014,男女計,2109000
20,長野,2014,男,1025000
20,長野,2014,女,1084000
21,岐阜,2014,男女計,2041000
21,岐阜,2014,男,988000
21,岐阜,2014,女,1053000
22,静岡,2014,男女計,3705000
22,静岡,2014,男,1824000
22,静岡,2014,女,1881000
23,愛知,2014,男女計,7455000
23,愛知,2014,男,3725000
23,愛知,2014,女,3731000
24,三重,2014,男女計,1825000
24,三重,2014,男,890000
24,三重,2014,女,936000
25,滋賀,2014,男女計,1416000
25,滋賀,2014,男,699000
25,滋賀,2014,女,716000
26,京都,2014,男女計,2610000
26,京都,2014,男,1250000
26,京都,2014,女,1359000
27,大阪,2014,男女計,8836000
27,大阪,2014,男,4256000
27,大阪,2014,女,4579000
28,兵庫,2014,男女計,5541000
28,兵庫,2014,男,2645000
28,兵庫,2014,女,2896000
29,奈良,2014,男女計,1376000
29,奈良,2014,男,649000
29,奈良,2014,女,726000
30,和歌山,2014,男女計,971000
30,和歌山,2014,男,457000
30,和歌山,2014,女,515000
31,鳥取,2014,男女計,574000
31,鳥取,2014,男,274000
31,鳥取,2014,女,300000
32,島根,2014,男女計,697000
32,島根,2014,男,334000
32,島根,2014,女,363000
33,岡山,2014,男女計,1924000
33,岡山,2014,男,923000
33,岡山,2014,女,1001000
34,広島,2014,男女計,2833000
34,広島,2014,男,1367000
34,広島,2014,女,1466000
35,山口,2014,男女計,1408000
35,山口,2014,男,665000
35,山口,2014,女,744000
36,徳島,2014,男女計,764000
36,徳島,2014,男,363000
36,徳島,2014,女,401000
37,香川,2014,男女計,981000
37,香川,2014,男,473000
37,香川,2014,女,508000
38,愛媛,2014,男女計,1395000
38,愛媛,2014,男,657000
38,愛媛,2014,女,738000
39,高知,2014,男女計,738000
39,高知,2014,男,347000
39,高知,2014,女,391000
40,福岡,2014,男女計,5091000
40,福岡,2014,男,2403000
40,福岡,2014,女,2688000
41,佐賀,2014,男女計,835000
41,佐賀,2014,男,393000
41,佐賀,2014,女,442000
42,長崎,2014,男女計,1386000
42,長崎,2014,男,648000
42,長崎,2014,女,739000
43,熊本,2014,男女計,1794000
43,熊本,2014,男,844000
43,熊本,2014,女,950000
44,大分,2014,男女計,1171000
44,大分,2014,男,554000
44,大分,2014,女,617000
45,宮崎,2014,男女計,1114000
45,宮崎,2014,男,523000
45,宮崎,2014,女,591000
46,鹿児島,2014,男女計,1668000
46,鹿児島,2014,男,780000
46,鹿児島,2014,女,888000
47,沖縄,2014,男女計,1421000
47,沖縄,2014,男,697000
47,沖縄,2014,女,724000
